SHS_1,SHS_2,SHS_3,SHS_4R,STRESS_1,STRESS_2R,STRESS_3R,STRESS_4,PURPOSE_1,PURPOSE_2,PURPOSE_3,PURPOSE_4,PURPOSE_5,PURPOSE_6,PURPOSE_7,PURPOSE_8,LONELY_1R,LONELY_2,LONELY_3R,LONELY_4,Peer_Nomination,Peer_Happy/Cheerful,Peer_Irritable/Agitated,Peer_Content/Satisfied,Peer_Optimistic/Hopeful,Peer_Dissatisfied/Complaining,Peer_Compassionate/Nurturing,Peer_Kind/Friendly,Peer_Sad/Somber,Peer_Hostile/Argumentative,Peer_Calm/Relaxed,Peer_Distracted/Absent-minded,Peer_Cooperative/Harmonious,Peer_Anxious/Stressed,Peer_Self-critical/Hopeless,Peer_Forgiving/Generous,Peer_Grateful/Appreciative,Peer_Quality,Weeks_Completed,Why_Not_Complete,Why_Not_Complete_TEXT,Weekly_Hours,Weekly_Hours_TEXT,Applied_to_life,Applied_to_life_TEXT,Impact_Happiness,Impact_Relationships,Impact_Work,Impact_Compassion,Impact_Altruism,Impact_Academic,Impact_TEXT,Rate_EMST,Rate_DK,Rate_Guests,Rate_Readings,Rate_Discussions,Rate_Problem_Sets,Rate_Exams,Rate_Check_ins,Rate_Happiness_Practices,Rate_LIVE_Q/A,Forums_Participate,Forums_Community_TA,Forums_Community_TA_TEXT,Forums_NO_TEXT,Value_Week1,Value_Week2,Value_Week3,Value_Week4,Value_Week6,Value_Week7,Value_Week8,Value_Week9,Value_TEXT,Frequency_3_Good_Things,Frequency_Active_Listening,Frequency_Random_Kindness,Frequency_Forgiveness,Frequency_Mindful_Breathing,Frequency_Body_Scan,Frequency_Meditation,Frequency_Self_Compassion_Letter,Frequency_Ideal_Self,Frequency_Gratitude_Journal,Frequency_Gratitude_Letter,Frequency_Awe_Walk,Happiness_3_Good_Things,Happiness_Active_Listening,Happiness_Random_Kindness,Happiness_Forgiveness,Happiness_Mindful_Breathing,Happiness_Body_Scan,Happiness_Meditation,Happiness_Self_Compassion_Letter,Happiness_Ideal_Self,Happiness_Gratitude_Journal,Happiness_Gratitude_Letter,Happiness_Awe_Walk,Happiness_Team_Participate,Happiness_Team_Name,Team_Meeting_Frequency,Team_Meeting_Location,Team_Discussion_Qs,Team_Course_Material,Team_Happiness_Practices,Team_Happiness_Cinema,Team_Group_Project,Team_TEXT,Team_Satisfaction,Team_Suggestions_TEXT,Course_Expectation,Course_Satisfaction,Course_Like_Most_TEXT,Course_Recommend,GGSC_Visit,edx_Changes_TEXT,Course_Changes_TEXT
A very happy person (7),(6),(6),Not at all (1),Never,Very Often,Very Often,Never,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Often,Never,Often,Never,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),(6),(6),(2),Sometimes,Very Often,Fairly Often,Almost Never,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Often,Rarely,Often,Rarely,Yes,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,2 - Slightly,3 - Moderately,3 - Moderately,2 - Slightly,2 - Slightly,3 - Moderately,3 - Moderately,3 - Moderately,1 - Not at all,1 - Not at all,3 - Moderately,3 - Moderately,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,A Lot,,Immensely,Immensely,Immensely,Immensely,Immensely,Immensely,,Terrific,Terrific,Terrific,Terrific,Satisfactory,Good,Good,Terrific,Terrific,Terrific,No,,,I dont feel like participating. sometimes it takes too much time reading all the comments,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,,More than 10 times,More than 10 times,9-10 times,5-6 times,More than 10 times,More than 10 times,More than 10 times,1-2 times,1-2 times,1-2 times,0 times,3-4 times,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,4,4,4,4,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,Mindfulness week,Yes,Yes,the readings and text material provided can be saved and downloaded as pfd's (like the videos) so they can be saved for reading them again in the future. ,"the written theoretical part, not the videos, can be saved for going through it in the future"
(6),More happy (7),A great deal (7),Not at all (1),Almost Never,Very Often,Fairly Often,Never,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Never,Often,Rarely,Yes,5 - Extremely,2 - Slightly,5 - Extremely,5 - Extremely,1 - Not at all,5 - Extremely,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,2 - Slightly,5 - Extremely,2 - Slightly,1 - Not at all,5 - Extremely,5 - Extremely,7 - Exceptional,,,,,,,,Very much,Immensely,Immensely,Immensely,Immensely,Immensely,,Terrific,Terrific,Good,Terrific,Good,Terrific,Terrific,Terrific,Terrific,Satisfactory,No,,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,More than 10 times,More than 10 times,9-10 times,9-10 times,9-10 times,4-5 times,More than 10 times,1-2 times,1-2 times,More than 10 times,3-4 times,4-5 times,7- Extremely,4,5,5,6,2,7- Extremely,2,2,7- Extremely,4,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,"I loved this course!! I was so much interested in knowing about each topic every week . I enjoyed reading the scientific aspects of each topics discussed every week. I loved the videos by Emiliana and Dacher.  Even though the videos are pre recorded, I could very easily connect with the topics as these two delivered the complex knowledge in simple words passionately for the subject. Course content was very vast,but the videos were very effective. I enjoyed listening to the videos and how they summarized different topics in few mins. Even though I could not participate in any discussions forum due to time constraints, I enjoyed reading each and every bit of it. For a person like me who was studying after a long gap of 25 yrs, it was a very well defined course, it wasn't too lengthy, yet it covered all the important aspects of happiness. The optional reading is there for me to enjoy later as I could not finish it during the limited time available . I truely appreciate the accessibility to shared resources like links to various research papers, videos which has helped me to enrich my knowledge of  these topics.i want to Thank the Greater Good Science Center for providing this wornderful course online ! I want to thank Dacher and Emiliana for their thoughtful insights into the matter. This course has definitely inspired me to read more and do more for happiness . I will definitely like to participate  in different opportunities available for contribution in Greater Good Science Center.THANKS A LOT!!",Yes,Yes,,"Nothing, I think this course is appropriate for online students!"
Not a very happy person (1),Less happy (1),Not at all (1),(4),Fairly Often,Sometimes,Sometimes,Fairly Often,Mixed/ Neither,Slightly Disagree,Mixed/ Neither,Slightly Disagree,Agree,Agree,Mixed/ Neither,Slightly Disagree,Rarely,Often,Rarely,Often,Yes,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Fair,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A very happy person (7),More happy (7),A great deal (7),(2),Almost Never,Fairly Often,Fairly Often,Almost Never,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Often,Never,Sometimes,Never,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,4 - Very,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,1 - Not at all,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,5 - Extremely,5 - Very Good,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,7 hours,,A Lot,"I have applied all of the practice exercises at least once.  Several I now do on a regular basis.  Generally I feels much happier and fulfilled in my life.  I feel like I have more purpose in the direction I am taking.  I am in the middle of a career change which can alter all of this, but I do feel like it has accelerated the positive feelings that have gone along with this major shift in my life instead of focusing on the negative aspects.  In September I got behind because my daughter in law had a new child and I went back east to help with the family.  When I returned I had some other things come up with job interviews and things.  But I felt like this was so important that I forced myself to catch up at the same time taking time to purposefully practice the various parts of the program.  It really has helped me, my kids and friends have noticed a change.  I have a couple of job offers and life is good.  Three years ago my former husband left with the 12 year younger neighbor after 32 years of marriage.  I finally feel like life is good and I am better off and I attribute a large boost towards that from the class in the last few months.  So thank you for helping me look forward in a positive way and be happy about going on with my life.  :-)",Immensely,Immensely,Immensely,Immensely,Very much,Immensely,See the previous box ,Terrific,Terrific,Terrific,Terrific,Good,Terrific,Terrific,Terrific,Terrific,Terrific,Yes,Yes,No but I thought they were helpful and nice ,When I didn't post I just didn't have time. ,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,I thought it was all beneficial and important.  I wouldn't leave any of it out in the future. ,More than 10 times,6-7 times,3-4 times,1-2 times,More than 10 times,5-6 times,6-7 times,1-2 times,1-2 times,7-8 times,3-4 times,More than 10 times,7- Extremely,3,5,4,7- Extremely,4,6,6,5,7- Extremely,7- Extremely,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,Everything,Yes,Yes,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(5),(5),(5),(2),Sometimes,Fairly Often,Fairly Often,Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Never,Often,Never,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,6 hours,,Moderately,,Moderately,Moderately,Slightly,Slightly,Moderately,Not at all,,Good,Good,Good,Good,Satisfactory,Good,Good,Good,Good,,,No,,,Very,Very,Very,Very,Moderately,Moderately,Very,Moderately,,5-6 times,4-5 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,0 times,0 times,1-2 times,0 times,,7- Extremely,6,2,4,3,3,3,2,2,7- Extremely,3,3,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,Some of the modules are too long and repeat what has been said either in the video or the article. 
(6),(6),(6),(2),,,,,Slightly Agree,Mixed/ Neither,Slightly Agree,Slightly Agree,Agree,Mixed/ Neither,Agree,Slightly Agree,Sometimes,Often,Sometimes,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,Moderately,,Very much,Moderately,Very much,Very much,Moderately,Very much,,Terrific,Terrific,Good,Good,Satisfactory,Satisfactory,Poor,Satisfactory,Good,Satisfactory,No,,,,Very,Very,Very,Extremely,Very,Very,Moderately,Moderately,,7-8 times,4-5 times,5-6 times,1-2 times,More than 10 times,5-6 times,3-4 times,0 times,4-5 times,6-7 times,0 times,3-4 times,5,7- Extremely,3,5,7- Extremely,6,5,N/A (I didn't do it),4,5,N/A (I didn't do it),4,No,,,,,,,,,,,,,,,,,,
A very happy person (7),(6),(6),Not at all (1),Sometimes,Fairly Often,Fairly Often,Almost Never,Strongly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Sometimes,Sometimes,Never,Yes,4 - Very,1 - Not at all,4 - Very,5 - Extremely,1 - Not at all,4 - Very,4 - Very,3 - Moderately,1 - Not at all,3 - Moderately,2 - Slightly,5 - Extremely,3 - Moderately,1 - Not at all,4 - Very,4 - Very,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,Moderately,,Very much,Moderately,Slightly,Moderately,Very much,Moderately,,Good,Good,Good,Satisfactory,Satisfactory,Good,Good,Good,Good,Satisfactory,Yes,Yes,,,Very,Very,Extremely,Very,Extremely,Very,Very,Very,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(5),(4),(4),Not at all (1),Almost Never,Very Often,Sometimes,Almost Never,Slightly Agree,Agree,Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Often,Rarely,Often,Rarely,Yes,3 - Moderately,2 - Slightly,4 - Very,4 - Very,1 - Not at all,3 - Moderately,4 - Very,2 - Slightly,1 - Not at all,3 - Moderately,4 - Very,4 - Very,2 - Slightly,1 - Not at all,5 - Extremely,3 - Moderately,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,Moderately,,Moderately,Very much,Not at all,Moderately,Moderately,,,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Satisfactory,No,,,Not enough time,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Moderately,Very,Mental Habits of Happiness: could have been more in depth.,4-5 times,1-2 times,0 times,0 times,4-5 times,3-4 times,1-2 times,0 times,0 times,3-4 times,0 times,0 times,5,1-Not at all,N/A (I didn't do it),N/A (I didn't do it),5,5,4,N/A (I didn't do it),N/A (I didn't do it),4,N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Completely,Very,,Yes,Yes,,"All graphs should start at zero. Showing partial graphs/statistics is not accurate enough for students without scientific backgrounds and  could create doubts about the intentions for students with scientific background. It's obviously a detail, but worth considering IMHO."
(5),(5),(5),(3),Almost Never,Fairly Often,Fairly Often,Almost Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Sometimes,Often,Rarely,Yes,3 - Moderately,3 - Moderately,4 - Very,4 - Very,2 - Slightly,4 - Very,4 - Very,2 - Slightly,2 - Slightly,4 - Very,2 - Slightly,4 - Very,3 - Moderately,3 - Moderately,3 - Moderately,4 - Very,5 - Very Good,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,I read through the info quickly as i didnt realise that the deadline was just 1 month after I applied for the course ,6 hours,,Moderately,Didnt have much time to practice since i completed it in a very short period,Very much,Very much,Very much,Very much,Very much,Very much,,Good,Good,Good,Good,,Good,Good,,Good,,No,,,Didnt have time,Very,Very,Very,Very,Very,Very,Very,Very,,3-4 times,3-4 times,3-4 times,1-2 times,4-5 times,1-2 times,0 times,0 times,0 times,0 times,0 times,4-5 times,6,6,6,6,6,3,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),6,No,,,,,,,,,,,,Mostly,Very,,Yes,No,Only let people apply before the course starts,
(6),(6),(6),(2),Sometimes,Fairly Often,Very Often,Fairly Often,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Never,Often,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,1 hour,,,,Moderately,Moderately,Very much,Very much,Very much,Very much,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,No,,,Very,Very,Very,Very,Very,Very,Very,Very,,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,3,3,3,3,3,3,3,3,3,3,3,3,No,,,,,,,,,,,,Mostly,Very,,,Yes,,
(6),(6),(6),(2),Fairly Often,Sometimes,Sometimes,Almost Never,Agree,Strongly Agree,Mixed/ Neither,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Sometimes,Never,Sometimes,Sometimes,Yes,3 - Moderately,3 - Moderately,1 - Not at all,2 - Slightly,2 - Slightly,5 - Extremely,5 - Extremely,2 - Slightly,2 - Slightly,3 - Moderately,1 - Not at all,3 - Moderately,4 - Very,3 - Moderately,5 - Extremely,5 - Extremely,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(5),(6),(6),(3),Sometimes,Fairly Often,Fairly Often,Almost Never,Agree,Slightly Agree,Mixed/ Neither,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Never,Often,Never,Yes,4 - Very,2 - Slightly,4 - Very,4 - Very,2 - Slightly,5 - Extremely,5 - Extremely,3 - Moderately,2 - Slightly,4 - Very,1 - Not at all,4 - Very,3 - Moderately,3 - Moderately,4 - Very,4 - Very,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,A Lot,,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,,Terrific,Terrific,Terrific,Satisfactory,Poor,Good,Good,Good,Terrific,Satisfactory,Yes,No,,I have had a couple of rough years with my father's passing and wanted to turn my focus towards happiness. ,Slightly,Very,Extremely,Very,Extremely,Very,Extremely,Very,,4-5 times,More than 10 times,7-8 times,1-2 times,More than 10 times,9-10 times,9-10 times,1-2 times,1-2 times,1-2 times,1-2 times,6-7 times,6,6,7- Extremely,N/A (I didn't do it),7- Extremely,6,6,3,5,5,2,6,No,,,,,,,,,,,,Mostly,Very,I really enjoyed the videos and the exercises. ,Yes,Yes,,
(6),(6),(5),(5),Almost Never,Fairly Often,Fairly Often,Almost Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Sometimes,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,A Lot,,Very much,Moderately,Moderately,Very much,Moderately,Very much,,Good,Good,Good,Good,Good,Good,Good,Satisfactory,Good,Good,No,,,,Very,Very,Very,Very,Very,Very,Very,Very,,5-6 times,3-4 times,4-5 times,1-2 times,More than 10 times,4-5 times,5-6 times,1-2 times,3-4 times,1-2 times,1-2 times,4-5 times,6,3,4,3,7- Extremely,5,6,3,7- Extremely,2,2,4,No,,,,,,,,,,,,Mostly,Extremely,,Yes,Yes,"Some questions are complicated to understand for non-english readers (like double negation, for exemple, what is the least likely to not apply...). It could have been, whats is true or what is false. It would habe been simpler.",
(5),(5),(5),Not at all (1),Almost Never,Fairly Often,Fairly Often,Almost Never,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Rarely,Sometimes,Rarely,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,1 - Not at all,3 - Moderately,1 - Not at all,3 - Moderately,1 - Not at all,1 - Not at all,4 - Very,4 - Very,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,,7 hours,,A Lot,,Very much,Very much,Very much,Immensely,Immensely,Moderately,,Terrific,Terrific,Good,Terrific,Terrific,Terrific,Good,Good,Terrific,Good,Yes,No,,reduced time for my work,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,3-4 times,3-4 times,3-4 times,3-4 times,3-4 times,3-4 times,3-4 times,3-4 times,3-4 times,3-4 times,0 times,3-4 times,,,,,,,,,,,,,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
(4),(4),(4),(2),Sometimes,Fairly Often,Fairly Often,Almost Never,Agree,Mixed/ Neither,Agree,Mixed/ Neither,Agree,Agree,Slightly Agree,Mixed/ Neither,Sometimes,Often,Never,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
